# Population AI	AI3,AI4,AI5,AI6,AI7,AI8
# Population FMC	FMC2,FMC3,FMC4,FMC5,FMC6,FMC7,FMC8
# Population HI	HI1,HI2,HI3,HI4,HI5,HI6,HI7,HI8
# Population PI	PI1,PI2,PI3,PI4,PI5,PI6,PI7,PI8
# Population SC	SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8
# Population SH	SH1,SH2,SH3,SH4,SH5,SH6
# Group SOUTH	AI,HI,PI
# Group NORTH	FMC,SC,SH
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
22691	C8987	988	-0.04406	0.27625	-1.00000	-0.02286	0.05585	-1.00000	0.58491	0.31734	-1.00000
22693	C8987	1398	0.53540	0.27624	-1.00000	0.06070	0.05585	-1.00000	0.22113	0.31733	-1.00000
22703	C8987	9167	0.14427	0.27602	-1.00000	0.01047	0.05580	-1.00000	0.31602	0.31706	-1.00000
22706	C8987	10955	0.10984	0.27597	-1.00000	0.03598	0.05579	-1.00000	0.03248	0.31700	-1.00000
22721	C8991	7851	0.04274	0.23325	-1.00000	0.00347	0.01118	-1.00000	-nan	0.08892	-1.00000
22726	C8991	9897	0.94802	0.23322	-1.00000	-0.00076	0.01118	-1.00000	-nan	0.08893	-1.00000
22731	C8991	11236	0.01406	0.23319	-1.00000	0.00053	0.01119	-1.00000	0.00000	0.08893	-1.00000
22733	C8991	18620	-0.00835	0.23305	-1.00000	-0.00026	0.01120	-1.00000	0.00000	0.08896	-1.00000
22734	C8991	19116	0.08772	0.23304	-1.00000	0.01847	0.01120	-1.00000	0.01557	0.08896	-1.00000
22735	C8991	19119	0.57663	0.23304	-1.00000	0.05302	0.01120	-1.00000	0.44308	0.08896	-1.00000
22737	C8991	23663	0.05088	0.23295	-1.00000	0.00217	0.01120	-1.00000	0.00289	0.08898	-1.00000
22750	C8993	17678	0.01282	0.00779	-1.00000	0.00046	0.00044	-1.00000	0.00000	0.00030	-1.00000
22753	C8993	20790	0.00287	0.00779	-1.00000	0.00042	0.00044	-1.00000	0.00058	0.00030	-1.00000
22762	C8995	12129	-0.00835	0.01740	-1.00000	-0.00026	0.01942	-1.00000	0.00000	0.00000	-1.00000
22763	C8995	12132	0.14846	0.01740	-1.00000	0.12572	0.01942	-1.00000	-nan	0.00000	-1.00000
22768	C8995	16758	-0.07775	0.01738	-1.00000	-0.06039	0.01940	-1.00000	-nan	0.00000	-1.00000
22773	C8999	2398	0.00119	0.13154	-1.00000	-0.00004	0.01951	-1.00000	0.00000	0.03549	-1.00000
22783	C8999	15549	0.17721	0.13180	-1.00000	0.03659	0.01955	-1.00000	-nan	0.03558	-1.00000
22785	C8999	16260	0.36000	0.13182	-1.00000	0.04747	0.01955	-1.00000	0.10576	0.03558	-1.00000
22786	C8999	16975	0.00234	0.13183	-1.00000	0.00004	0.01955	-1.00000	0.00000	0.03559	-1.00000
22797	C9001	6081	0.00000	0.00237	-1.00000	0.00000	0.00134	-1.00000	-nan	0.00133	-1.00000
22801	C9001	14664	-0.00835	0.00237	-1.00000	-0.00026	0.00134	-1.00000	0.00000	0.00133	-1.00000
22802	C9001	14667	0.01406	0.00237	-1.00000	0.00348	0.00134	-1.00000	0.00267	0.00133	-1.00000
22806	C9003	362	0.20948	0.15567	-1.00000	0.04925	0.03283	-1.00000	0.06278	0.03233	-1.00000
22810	C9003	8713	0.09135	0.15549	-1.00000	0.00419	0.03279	-1.00000	0.00810	0.03228	-1.00000
22811	C9003	8716	0.28923	0.15549	-1.00000	0.05697	0.03279	-1.00000	-nan	0.03228	-1.00000
22812	C9003	11634	0.08441	0.15543	-1.00000	0.01297	0.03278	-1.00000	-nan	0.03226	-1.00000
22813	C9003	11905	0.47376	0.15542	-1.00000	0.12008	0.03278	-1.00000	0.10952	0.03226	-1.00000
22815	C9003	13542	0.03192	0.15539	-1.00000	0.00107	0.03277	-1.00000	-0.00000	0.03225	-1.00000
22821	C9003	21826	0.21438	0.15522	-1.00000	0.04013	0.03273	-1.00000	0.03817	0.03220	-1.00000
22823	C9003	22662	-0.00835	0.15520	-1.00000	-0.00026	0.03273	-1.00000	0.00000	0.03220	-1.00000
22824	C9003	22665	-0.01628	0.15520	-1.00000	-0.00060	0.03273	-1.00000	0.00000	0.03220	-1.00000
22839	C9005	16560	-0.01216	0.04126	-1.00000	0.00042	0.00373	-1.00000	0.00145	0.00523	-1.00000
22840	C9005	16563	-0.01071	0.04126	-1.00000	-0.00031	0.00373	-1.00000	0.00000	0.00523	-1.00000
22844	C9005	24599	0.14423	0.04136	-1.00000	0.01092	0.00373	-1.00000	0.01406	0.00524	-1.00000
22852	C9007	17287	0.33492	0.12146	-1.00000	0.00000	0.00911	-1.00000	0.33941	0.05107	-1.00000
22854	C9007	19146	0.19847	0.12144	-1.00000	0.02183	0.00911	-1.00000	0.03114	0.05106	-1.00000
22858	C9007	21783	-0.00835	0.12142	-1.00000	-0.00136	0.00911	-1.00000	-0.00027	0.05104	-1.00000
22888	C9009	25217	-0.01239	-0.01239	-1.00000	-0.00486	-0.00486	-1.00000	0.00629	0.00629	-1.00000
22891	C9011	10643	0.07713	0.11178	-1.00000	-0.01991	0.00632	-1.00000	0.03030	0.02265	-1.00000
22893	C9011	11068	0.06043	0.11178	-1.00000	0.00247	0.00632	-1.00000	0.00289	0.02265	-1.00000
22899	C9011	19260	0.31279	0.11180	-1.00000	0.04088	0.00634	-1.00000	0.05635	0.02266	-1.00000
22903	C9011	23609	-0.01472	0.11181	-1.00000	-0.00047	0.00635	-1.00000	0.00000	0.02266	-1.00000
22906	C9013	6499	0.00119	0.03607	-1.00000	-0.00004	-0.00114	-1.00000	0.00000	0.00000	-1.00000
22915	C9013	21131	0.09310	0.03627	-1.00000	-0.00292	-0.00114	-1.00000	-nan	0.00000	-1.00000
22921	C9019	7961	-0.01071	0.02399	-1.00000	-0.00031	0.00033	-1.00000	0.00000	0.00269	-1.00000
22924	C9019	14649	0.09023	0.02401	-1.00000	0.00153	0.00033	-1.00000	0.00800	0.00269	-1.00000
22926	C9019	17030	-0.00835	0.02401	-1.00000	-0.00026	0.00033	-1.00000	0.00000	0.00269	-1.00000
22941	C9021	14775	0.01400	0.01400	-1.00000	0.00042	0.00042	-1.00000	0.00783	0.00783	-1.00000
22945	C9027	7384	-0.00757	0.39159	-1.00000	-0.06810	-0.00537	-1.00000	0.28083	0.25169	-1.00000
22946	C9027	10851	1.00000	0.39149	-1.00000	0.00000	-0.00536	-1.00000	0.73333	0.25155	-1.00000
22949	C9027	12127	0.00234	0.39145	-1.00000	0.00004	-0.00535	-1.00000	0.00000	0.25150	-1.00000
22950	C9027	12130	0.81658	0.39145	-1.00000	0.01380	-0.00535	-1.00000	0.60592	0.25149	-1.00000
22952	C9027	14835	1.00000	0.39136	-1.00000	0.00000	-0.00535	-1.00000	-nan	0.25139	-1.00000
22955	C9027	19020	0.06700	0.39123	-1.00000	0.00369	-0.00534	-1.00000	0.01198	0.25122	-1.00000
22958	C9027	23675	-0.01321	0.39109	-1.00000	-0.00036	-0.00533	-1.00000	0.00000	0.25103	-1.00000
22969	C9031	1694	0.11680	0.16126	-1.00000	-0.00942	0.01353	-1.00000	0.00906	0.05367	-1.00000
22973	C9031	4129	0.03389	0.16128	-1.00000	0.00460	0.01354	-1.00000	0.00336	0.05368	-1.00000
22980	C9031	12664	0.19207	0.16135	-1.00000	0.01843	0.01356	-1.00000	0.01786	0.05373	-1.00000
22981	C9031	12667	0.17396	0.16135	-1.00000	0.01873	0.01356	-1.00000	0.05247	0.05373	-1.00000
22987	C9031	15228	0.49319	0.16137	-1.00000	0.05388	0.01356	-1.00000	0.29977	0.05375	-1.00000
22988	C9031	18279	-0.00835	0.16140	-1.00000	-0.00026	0.01357	-1.00000	0.00000	0.05377	-1.00000
22989	C9031	18883	0.15573	0.16141	-1.00000	0.01244	0.01357	-1.00000	0.01534	0.05377	-1.00000
22994	C9033	3890	0.00025	0.24008	-1.00000	-0.01691	-0.00387	-1.00000	0.37588	0.24354	-1.00000
22999	C9033	7818	0.28560	0.24015	-1.00000	-0.00047	-0.00387	-1.00000	0.07285	0.24356	-1.00000
23001	C9033	13797	0.38962	0.24027	-1.00000	0.00921	-0.00386	-1.00000	0.14493	0.24359	-1.00000
23003	C9033	15577	0.19906	0.24030	-1.00000	-0.01672	-0.00386	-1.00000	0.55928	0.24360	-1.00000
23021	C9035	20259	0.18324	0.18324	-1.00000	0.03388	0.03388	-1.00000	-nan	-nan	-1.00000
23028	C9037	6798	0.07017	0.07017	-1.00000	-0.01859	-0.01859	-1.00000	0.50386	0.50386	-1.00000
23039	C9041	10407	0.25511	0.13479	-1.00000	0.02583	0.01320	-1.00000	0.04909	0.02459	-1.00000
23044	C9041	22748	0.01406	0.13438	-1.00000	0.00053	0.01316	-1.00000	0.00000	0.02450	-1.00000
23048	C9043	1713	-0.07813	0.08046	-1.00000	-0.08939	-0.00199	-1.00000	0.55021	0.07235	-1.00000
23052	C9043	3226	0.02845	0.08047	-1.00000	-0.00188	-0.00199	-1.00000	0.00716	0.07233	-1.00000
23053	C9043	3705	0.12620	0.08047	-1.00000	0.01021	-0.00199	-1.00000	0.03178	0.07232	-1.00000
23054	C9043	9382	0.31400	0.08047	-1.00000	0.03059	-0.00197	-1.00000	-nan	0.07221	-1.00000
23056	C9043	9609	0.05839	0.08047	-1.00000	0.00263	-0.00197	-1.00000	0.00289	0.07221	-1.00000
23057	C9043	17452	0.00234	0.08047	-1.00000	0.00004	-0.00195	-1.00000	0.00000	0.07206	-1.00000
23064	C9045	9702	-0.07697	0.21735	-1.00000	-0.08449	0.00817	-1.00000	-0.07557	0.14739	-1.00000
23071	C9045	14694	0.78194	0.21735	-1.00000	0.10999	0.00819	-1.00000	0.45531	0.14741	-1.00000
23073	C9045	16046	-0.01617	0.21736	-1.00000	0.00000	0.00820	-1.00000	0.37948	0.14742	-1.00000
23075	C9045	20370	-0.00246	0.21736	-1.00000	-0.00113	0.00822	-1.00000	-0.00031	0.14744	-1.00000
23081	C9047	5893	0.01923	0.06933	-1.00000	0.00103	0.00583	-1.00000	0.00969	0.01336	-1.00000
23083	C9047	8490	0.00234	0.06938	-1.00000	0.00004	0.00583	-1.00000	0.00000	0.01337	-1.00000
23084	C9047	9705	0.04896	0.06940	-1.00000	0.00345	0.00583	-1.00000	0.00320	0.01338	-1.00000
23090	C9047	15690	0.05221	0.06952	-1.00000	-0.00089	0.00585	-1.00000	0.00438	0.01341	-1.00000
23095	C9047	18985	0.00082	0.06959	-1.00000	0.00463	0.00585	-1.00000	-nan	0.01342	-1.00000
23098	C9047	24190	0.00000	0.06970	-1.00000	0.00000	0.00586	-1.00000	-nan	0.01344	-1.00000
23099	C9047	24193	0.27423	0.06970	-1.00000	0.02717	0.00586	-1.00000	0.04898	0.01344	-1.00000
23104	C9049	4891	0.28636	0.11850	-1.00000	0.03327	0.02855	-1.00000	0.05624	0.13208	-1.00000
23105	C9049	7295	0.05569	0.11848	-1.00000	0.00262	0.02857	-1.00000	0.00289	0.13213	-1.00000
23112	C9049	8369	0.01406	0.11848	-1.00000	0.00053	0.02858	-1.00000	0.00000	0.13215	-1.00000
23116	C9049	9607	0.01687	0.11847	-1.00000	-0.00631	0.02858	-1.00000	0.60665	0.13217	-1.00000
23117	C9049	9610	0.17309	0.11847	-1.00000	0.00974	0.02858	-1.00000	-nan	0.13217	-1.00000
23118	C9049	10287	0.27233	0.11846	-1.00000	0.04791	0.02859	-1.00000	-nan	0.13219	-1.00000
23126	C9049	15891	0.00234	0.11843	-1.00000	-0.00139	0.02862	-1.00000	-0.00073	0.13230	-1.00000
23129	C9049	20211	0.14612	0.11840	-1.00000	0.17031	0.02865	-1.00000	0.44397	0.13238	-1.00000
23138	C9053	1961	0.06179	0.06108	-1.00000	0.01148	0.00334	-1.00000	0.01090	0.05710	-1.00000
23139	C9053	1964	0.00007	0.06108	-1.00000	-0.00014	0.00334	-1.00000	0.00000	0.05710	-1.00000
23145	C9053	23130	0.23084	0.06133	-1.00000	0.00107	0.00333	-1.00000	0.30145	0.05751	-1.00000
23146	C9053	23133	-0.00725	0.06133	-1.00000	-0.00029	0.00333	-1.00000	0.00000	0.05751	-1.00000
23148	C9053	24135	0.04883	0.06134	-1.00000	0.00526	0.00333	-1.00000	0.00734	0.05753	-1.00000
23168	C9057	7454	0.07072	0.05477	-1.00000	-0.00033	0.00270	-1.00000	0.00978	0.00519	-1.00000
23175	C9057	14792	0.03969	0.05479	-1.00000	0.00274	0.00271	-1.00000	0.00233	0.00518	-1.00000
23178	C9057	16791	-0.00725	0.05480	-1.00000	-0.00029	0.00271	-1.00000	0.00000	0.00518	-1.00000
23181	C9057	23638	0.11917	0.05482	-1.00000	0.00901	0.00271	-1.00000	0.00881	0.00518	-1.00000
23184	C9059	4143	0.05569	0.14160	-1.00000	0.00262	-0.00145	-1.00000	0.00289	0.21037	-1.00000
23188	C9059	15097	0.28179	0.14188	-1.00000	-0.00811	-0.00147	-1.00000	0.54893	0.21105	-1.00000
23199	C9061	1918	-0.01877	0.01592	-1.00000	-0.00747	-0.00000	-1.00000	-0.00498	0.01152	-1.00000
23200	C9061	3202	-0.00835	0.01593	-1.00000	-0.00026	-0.00000	-1.00000	0.00000	0.01152	-1.00000
23208	C9061	9756	0.07788	0.01597	-1.00000	0.00811	0.00000	-1.00000	0.04095	0.01154	-1.00000
23226	C9063	11518	0.02189	0.01245	-1.00000	0.00187	0.00058	-1.00000	0.00284	0.00082	-1.00000
23228	C9063	12458	0.00286	0.01245	-1.00000	-0.00056	0.00058	-1.00000	-0.00036	0.00082	-1.00000
23232	C9063	20111	0.01282	0.01245	-1.00000	0.00046	0.00058	-1.00000	0.00000	0.00081	-1.00000
23239	C9065	9036	-0.00836	-0.00886	-1.00000	-0.01070	-0.00345	-1.00000	-nan	0.00000	-1.00000
23248	C9065	20865	-0.02273	-0.00886	-1.00000	-0.00097	-0.00343	-1.00000	0.00000	0.00000	-1.00000
23249	C9065	22362	0.00234	-0.00886	-1.00000	0.00004	-0.00343	-1.00000	0.00000	0.00000	-1.00000
23254	C9067	3766	0.00119	0.18711	-1.00000	-0.00004	0.05039	-1.00000	0.00000	0.07014	-1.00000
23259	C9067	11235	0.19459	0.18730	-1.00000	0.03394	0.05046	-1.00000	0.07008	0.07022	-1.00000
23262	C9067	16586	0.10354	0.18744	-1.00000	-0.00179	0.05050	-1.00000	0.00979	0.07027	-1.00000
23266	C9067	18476	0.10517	0.18749	-1.00000	0.00569	0.05052	-1.00000	0.00532	0.07029	-1.00000
23267	C9067	18479	0.51995	0.18749	-1.00000	0.20803	0.05052	-1.00000	0.25859	0.07029	-1.00000
23274	C9069	6143	0.00220	-0.00249	-1.00000	-0.00162	0.00047	-1.00000	0.00632	0.00756	-1.00000
23283	C9069	23392	-0.00687	-0.00252	-1.00000	0.00243	0.00049	-1.00000	0.00873	0.00757	-1.00000
23291	C9075	8969	0.00007	0.00334	-1.00000	0.00162	0.00103	-1.00000	0.00192	0.00097	-1.00000
23297	C9075	20508	0.00670	0.00335	-1.00000	0.00043	0.00103	-1.00000	0.00000	0.00097	-1.00000
23308	C9079	11180	0.13821	0.15440	-1.00000	0.01130	0.01400	-1.00000	0.01435	0.01808	-1.00000
23309	C9079	11183	0.08384	0.15440	-1.00000	0.00121	0.01400	-1.00000	0.00555	0.01808	-1.00000
23311	C9079	11531	0.31088	0.15440	-1.00000	0.03938	0.01400	-1.00000	0.03992	0.01808	-1.00000
23317	C9079	21398	0.07879	0.15432	-1.00000	0.00327	0.01399	-1.00000	0.01198	0.01807	-1.00000
23342	C9085	16606	-0.00725	0.03075	-1.00000	-0.00029	0.00155	-1.00000	0.00000	0.00177	-1.00000
23343	C9085	16858	0.10323	0.03075	-1.00000	0.00586	0.00155	-1.00000	0.00532	0.00177	-1.00000
23345	C9085	17756	-0.00544	0.03075	-1.00000	-0.00102	0.00155	-1.00000	-0.00008	0.00177	-1.00000
23359	C9087	344	0.16553	0.18730	-1.00000	0.04609	0.04718	-1.00000	-nan	0.11615	-1.00000
23365	C9087	11778	0.25583	0.18728	-1.00000	0.10934	0.04712	-1.00000	0.20440	0.11603	-1.00000
23369	C9087	16985	0.13526	0.18728	-1.00000	-0.01291	0.04710	-1.00000	0.02974	0.11598	-1.00000
23380	C9089	8635	0.00659	0.14074	-1.00000	0.00158	0.00578	-1.00000	0.00198	0.09226	-1.00000
23382	C9089	11561	-0.01321	0.14075	-1.00000	-0.00037	0.00578	-1.00000	0.00000	0.09226	-1.00000
23385	C9089	12599	0.00929	0.14075	-1.00000	0.00047	0.00578	-1.00000	0.00000	0.09226	-1.00000
23387	C9089	14511	0.71257	0.14076	-1.00000	0.02772	0.00578	-1.00000	0.47761	0.09227	-1.00000
23391	C9089	23406	0.01513	0.14079	-1.00000	0.00049	0.00578	-1.00000	-0.00000	0.09228	-1.00000
23404	C9093	7451	0.05839	0.03037	-1.00000	0.00263	0.00134	-1.00000	0.00289	0.00145	-1.00000
23406	C9093	8008	0.00234	0.03037	-1.00000	0.00004	0.00134	-1.00000	0.00000	0.00145	-1.00000
23419	C9095	6003	0.11439	0.02053	-1.00000	-0.00339	-0.04636	-1.00000	0.01799	-0.00861	-1.00000
23428	C9095	21899	-0.08393	0.01997	-1.00000	-0.09418	-0.04661	-1.00000	-0.03820	-0.00877	-1.00000
23439	C9097	4642	0.00000	0.14074	-1.00000	0.00000	0.02198	-1.00000	-nan	0.02520	-1.00000
23440	C9097	4780	0.17551	0.14074	-1.00000	0.02740	0.02198	-1.00000	0.02520	0.02520	-1.00000
23461	C9099	202	0.00000	0.09983	-1.00000	0.00000	-0.00129	-1.00000	0.80538	0.16257	-1.00000
23462	C9099	1046	0.54807	0.09982	-1.00000	-0.00331	-0.00129	-1.00000	0.32056	0.16257	-1.00000
23463	C9099	1049	0.06579	0.09982	-1.00000	-0.00016	-0.00129	-1.00000	-nan	0.16257	-1.00000
23464	C9099	1796	0.03759	0.09981	-1.00000	-0.00192	-0.00129	-1.00000	-nan	0.16257	-1.00000
23465	C9099	1799	0.05066	0.09981	-1.00000	0.00184	-0.00129	-1.00000	0.00328	0.16257	-1.00000
23468	C9099	4797	-0.00835	0.09976	-1.00000	-0.00026	-0.00129	-1.00000	0.00000	0.16255	-1.00000
23472	C9099	14938	-0.00725	0.09959	-1.00000	-0.00029	-0.00129	-1.00000	0.00000	0.16250	-1.00000
23473	C9099	14941	0.03869	0.09959	-1.00000	-0.01005	-0.00129	-1.00000	0.69277	0.16250	-1.00000
23474	C9099	15526	0.09582	0.09958	-1.00000	-0.00166	-0.00129	-1.00000	-nan	0.16250	-1.00000
23475	C9099	15529	0.05883	0.09958	-1.00000	0.00088	-0.00129	-1.00000	0.00224	0.16250	-1.00000
23497	C9101	6906	-0.00340	0.07819	-1.00000	-0.00008	-0.00137	-1.00000	0.00000	0.02753	-1.00000
23498	C9101	7522	-0.01087	0.07820	-1.00000	-0.00063	-0.00137	-1.00000	-nan	0.02754	-1.00000
23503	C9101	15134	0.06603	0.07838	-1.00000	0.00402	-0.00137	-1.00000	0.00469	0.02760	-1.00000
23508	C9101	19908	0.01513	0.07849	-1.00000	0.00049	-0.00138	-1.00000	-0.00000	0.02764	-1.00000
23510	C9101	23614	0.28148	0.07858	-1.00000	-0.01056	-0.00138	-1.00000	0.10418	0.02767	-1.00000
23511	C9105	5375	0.06482	0.10463	-1.00000	0.03601	0.01150	-1.00000	-nan	0.01343	-1.00000
23516	C9105	8185	0.11950	0.10463	-1.00000	0.00234	0.01149	-1.00000	0.01343	0.01343	-1.00000
23536	C9107	3450	0.00000	0.26665	-1.00000	0.00000	0.00697	-1.00000	-nan	0.15499	-1.00000
23538	C9107	4173	-0.00725	0.26667	-1.00000	-0.00029	0.00698	-1.00000	0.00000	0.15499	-1.00000
23542	C9107	13846	0.75539	0.26687	-1.00000	0.00771	0.00700	-1.00000	0.45144	0.15495	-1.00000
23545	C9107	26129	0.11718	0.26712	-1.00000	0.01533	0.00703	-1.00000	0.01262	0.15491	-1.00000
23549	C9109	7512	0.06447	0.06447	-1.00000	0.00284	0.00284	-1.00000	0.01188	0.01188	-1.00000
23556	C9111	3572	-0.09375	0.07438	-1.00000	-0.08449	-0.03746	-1.00000	0.57496	0.40791	-1.00000
23557	C9111	6793	0.12946	0.07438	-1.00000	0.05203	-0.03745	-1.00000	0.77695	0.40761	-1.00000
23562	C9111	14325	0.52293	0.07438	-1.00000	-0.02749	-0.03741	-1.00000	-nan	0.40690	-1.00000
23563	C9111	14602	-0.08711	0.07438	-1.00000	-0.09172	-0.03740	-1.00000	0.54939	0.40688	-1.00000
23564	C9111	14605	-0.10092	0.07438	-1.00000	-0.10470	-0.03740	-1.00000	0.59036	0.40688	-1.00000
23568	C9111	23781	0.08526	0.07438	-1.00000	0.00000	-0.03735	-1.00000	0.29410	0.40602	-1.00000
23571	C9111	25166	-0.01322	0.07438	-1.00000	-0.00036	-0.03735	-1.00000	0.00000	0.40589	-1.00000
23584	C9113	5846	0.00928	0.07692	-1.00000	0.03452	0.01527	-1.00000	0.61333	0.15965	-1.00000
23585	C9113	8119	0.19207	0.07689	-1.00000	0.01843	0.01526	-1.00000	0.01786	0.15955	-1.00000
23597	C9113	20148	0.00167	0.07673	-1.00000	-0.00119	0.01522	-1.00000	-0.00036	0.15904	-1.00000
23604	C9115	2719	0.01513	0.13503	-1.00000	0.00049	-0.01038	-1.00000	-0.00000	0.05318	-1.00000
23607	C9115	5714	-0.00835	0.13512	-1.00000	-0.00026	-0.01039	-1.00000	0.00000	0.05321	-1.00000
23615	C9115	20429	0.59321	0.13555	-1.00000	-0.01029	-0.01045	-1.00000	0.28034	0.05336	-1.00000
23621	C9115	25748	-0.03878	0.13571	-1.00000	-0.05277	-0.01047	-1.00000	-0.02323	0.05341	-1.00000
23625	C9115	25997	0.10517	0.13572	-1.00000	0.00569	-0.01048	-1.00000	0.00532	0.05342	-1.00000
23629	C9117	7229	0.05933	0.14007	-1.00000	0.05883	0.04581	-1.00000	-nan	-nan	-1.00000
23631	C9117	8759	0.20489	0.14007	-1.00000	0.03535	0.04581	-1.00000	-nan	-nan	-1.00000
23646	C9123	4034	0.06603	0.04496	-1.00000	0.00402	-0.00678	-1.00000	0.00469	0.02165	-1.00000
23653	C9123	13172	0.04182	0.04492	-1.00000	-0.00715	-0.00680	-1.00000	-0.00049	0.02170	-1.00000
23658	C9123	19042	0.02420	0.04489	-1.00000	-0.01871	-0.00682	-1.00000	0.06376	0.02174	-1.00000
23672	C9127	3658	0.09486	0.01192	-1.00000	0.00350	-0.04167	-1.00000	-nan	0.38949	-1.00000
23677	C9127	22701	-0.07677	0.01130	-1.00000	-0.09945	-0.04200	-1.00000	0.28409	0.38966	-1.00000
23681	C9127	24981	0.00925	0.01122	-1.00000	0.00000	-0.04204	-1.00000	0.86884	0.38968	-1.00000
23689	C9129	9959	0.12520	0.01398	-1.00000	0.00882	-0.02438	-1.00000	0.00881	-0.02465	-1.00000
23691	C9129	16772	-0.07502	0.01391	-1.00000	-0.08175	-0.02441	-1.00000	-0.08279	-0.02467	-1.00000
23692	C9129	16775	-0.00835	0.01391	-1.00000	-0.00026	-0.02441	-1.00000	0.00000	-0.02467	-1.00000
23702	C9131	4807	-0.06078	-0.05413	-1.00000	-0.05795	-0.06087	-1.00000	-0.06303	-0.05779	-1.00000
23713	C9131	16197	-0.04657	-0.05411	-1.00000	-0.06420	-0.06088	-1.00000	-0.05183	-0.05777	-1.00000
23730	C9135	26188	0.05839	0.05839	-1.00000	0.00263	0.00263	-1.00000	0.00289	0.00289	-1.00000
23739	C9139	9596	0.25571	0.12282	-1.00000	0.03236	0.01586	-1.00000	0.03008	0.01488	-1.00000
23744	C9139	19989	-0.00725	0.12251	-1.00000	-0.00029	0.01582	-1.00000	0.00000	0.01484	-1.00000
23757	C9141	2158	-0.02244	0.26406	-1.00000	0.00382	-0.01942	-1.00000	-nan	0.28228	-1.00000
23766	C9141	12698	-0.08116	0.26437	-1.00000	-0.09019	-0.01940	-1.00000	-0.08078	0.28253	-1.00000
23774	C9141	16491	0.00260	0.26448	-1.00000	-0.00723	-0.01939	-1.00000	-nan	0.28262	-1.00000
23775	C9141	16494	1.00000	0.26448	-1.00000	0.00000	-0.01939	-1.00000	0.60000	0.28262	-1.00000
23779	C9141	18248	0.22830	0.26454	-1.00000	-0.00893	-0.01939	-1.00000	-nan	0.28266	-1.00000
23787	C9141	22634	0.11902	0.26466	-1.00000	0.01321	-0.01938	-1.00000	0.31088	0.28276	-1.00000
23800	C9143	25009	0.02685	0.02685	-1.00000	0.00882	0.00882	-1.00000	-nan	-nan	-1.00000
23806	C9145	4535	0.73326	0.44326	-1.00000	0.21769	0.13267	-1.00000	0.33799	0.26250	-1.00000
23812	C9145	7162	0.04489	0.44331	-1.00000	-0.00011	0.13264	-1.00000	0.01863	0.26255	-1.00000
23818	C9145	11812	0.32115	0.44339	-1.00000	0.20559	0.13260	-1.00000	0.30473	0.26263	-1.00000
23830	C9145	24960	0.60620	0.44363	-1.00000	0.08417	0.13249	-1.00000	0.34730	0.26286	-1.00000
23846	C9149	7950	0.08009	0.58269	-1.00000	0.00020	0.03393	-1.00000	-nan	0.41778	-1.00000
23848	C9149	9827	1.00000	0.58271	-1.00000	0.00000	0.03393	-1.00000	0.60000	0.41775	-1.00000
23833	C9147	16071	0.73902	0.58277	-1.00000	0.17075	0.03394	-1.00000	0.49971	0.41765	-1.00000
23858	C9149	19373	-0.00527	0.58280	-1.00000	-0.00026	0.03395	-1.00000	-0.00000	0.41760	-1.00000
23864	C9149	24196	0.91575	0.58285	-1.00000	0.01886	0.03396	-1.00000	0.55635	0.41752	-1.00000
23877	C9151	18369	-0.00725	0.11333	-1.00000	-0.00029	0.01124	-1.00000	0.00000	0.01230	-1.00000
23880	C9151	19038	0.28185	0.11333	-1.00000	0.03171	0.01124	-1.00000	0.03297	0.01230	-1.00000
23884	C9151	22184	0.06538	0.11332	-1.00000	0.00230	0.01124	-1.00000	0.00394	0.01230	-1.00000
23909	C9157	2244	0.18316	0.05067	-1.00000	0.01610	-0.02571	-1.00000	0.32496	0.07273	-1.00000
23898	C9155	8422	0.05839	0.05055	-1.00000	0.00263	-0.02576	-1.00000	0.00289	0.07254	-1.00000
23916	C9157	12930	-0.08393	0.05046	-1.00000	-0.09926	-0.02580	-1.00000	-0.08213	0.07241	-1.00000
23923	C9163	1150	0.46049	0.21234	-1.00000	0.04871	0.01272	-1.00000	0.20986	0.09749	-1.00000
23926	C9163	4590	0.00000	0.21227	-1.00000	0.00000	0.01272	-1.00000	-nan	0.09743	-1.00000
23927	C9163	7697	0.19185	0.21221	-1.00000	-0.01146	0.01272	-1.00000	0.09488	0.09738	-1.00000
23931	C9163	12955	0.02009	0.21211	-1.00000	-0.00567	0.01271	-1.00000	-0.00336	0.09729	-1.00000
23936	C9163	22665	0.22334	0.21193	-1.00000	-0.00893	0.01271	-1.00000	-nan	0.09713	-1.00000
23937	C9163	25451	0.21999	0.21188	-1.00000	0.04643	0.01270	-1.00000	0.08436	0.09709	-1.00000
23945	C9165	23920	0.00929	0.00929	-1.00000	0.00047	0.00047	-1.00000	0.00000	0.00000	-1.00000
23949	C9169	3177	0.48946	0.19093	-1.00000	0.06064	-0.00359	-1.00000	0.21796	0.06785	-1.00000
23952	C9169	5610	0.10323	0.19093	-1.00000	0.00586	-0.00360	-1.00000	0.00532	0.06785	-1.00000
23954	C9169	7024	0.04494	0.19092	-1.00000	0.00368	-0.00361	-1.00000	0.00555	0.06785	-1.00000
